UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio,actual,predicted
6713,H36126,H,301.4,310.7,1516,36.4,83,0,0,0,0,0,9.300000000000011,55182.4,0.054713249835201,4580139.2,1.03085600530856,0,0
1810,L48989,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,9.599999999999966,47709.0,0.0718325791855203,6059043.0,1.0322039584032203,0,0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,10.699999999999989,56869.4,0.0355635925256178,3355294.6,1.0359543010752688,0,0
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,11.099999999999966,52841.600000000006,0.0082855321861058,686940.8,1.0371485943775098,0,0
2790,H32203,H,300.3,309.5,1438,44.0,59,0,0,0,0,0,9.199999999999989,63272.0,0.0410006949270326,3733048.0,1.0306360306360305,0,0
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,9.899999999999975,60130.99999999999,0.0089115213239974,841833.9999999999,1.0329341317365268,0,0
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,10.100000000000025,75427.2,0.1572860447185813,15387148.8,1.0335882939807115,0,1
7424,L54603,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,11.300000000000011,66551.09999999999,0.1477272727272727,13842628.8,1.0376666666666667,0,1
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,10.899999999999975,59957.8,0.1244472520530638,11811686.6,1.0367498314227916,0,1
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,8.900000000000034,47223.600000000006,0.0992990654205607,8028012.000000001,1.0293052354297003,0,0
9559,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,11.399999999999975,54564.2,0.1007604562737642,8675707.8,1.0380634390651085,0,1
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,11.200000000000044,54908.1,0.0098554533508541,823621.5,1.0375965088956027,0,0
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,10.899999999999975,60983.4,0.0296442687747035,2744253.0,1.0365159128978223,0,0
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,10.899999999999975,62756.5,0.0568326947637292,5585328.5,1.036725067385445,0,0
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,9.400000000000034,44149.0,0.0177801724137931,1456917.0,1.0314486450317832,0,0
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,11.899999999999975,44534.1,0.0543237250554323,4364341.8,1.0399999999999998,0,0
3046,L50225,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,9.199999999999989,53867.8,0.0301244269810085,2477918.8,1.0306462358427717,0,0
3035,H32448,H,300.6,309.7,1470,43.8,18,0,0,0,0,0,9.099999999999966,64385.99999999999,0.0122365737593473,1158947.9999999998,1.0302727877578175,0,0
21,H29434,H,298.9,309.3,1375,42.7,58,0,0,0,0,0,10.400000000000034,58712.50000000001,0.0421511627906976,3405325.0000000005,1.034794245567079,0,0
6527,L53706,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,9.199999999999989,58176.0,0.033641160949868,2966976.0,1.0305444887118194,0,0
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,9.099999999999966,51371.7,0.0108142493638676,873318.9,1.0301025471386038,0,0
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,9.399999999999975,62119.2,0.0510697032436162,4596820.8,1.0313856427378965,0,0
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,9.5,54076.8,0.1449459631277813,12329510.4,1.0313842087875784,0,1
2570,H31983,H,299.5,309.2,1872,22.6,162,0,0,0,0,0,9.699999999999989,42307.2,0.0864922584089695,6853766.4,1.0323873121869782,0,0
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,9.5,61200.0,0.0603747397640527,5324400.0,1.0317301269205077,0,0
9763,L56942,L,298.6,309.7,1925,22.1,7,0,0,0,0,0,11.099999999999966,42542.5,0.0036344755970924,297797.5,1.037173476222371,0,0
5057,M19916,M,303.9,312.9,1430,53.5,189,0,0,0,0,0,9.0,76505.0,0.1320754716981132,14459445.0,1.029615004935834,0,1
6079,L53258,L,300.8,310.7,1339,59.1,203,0,0,0,1,0,9.899999999999975,79134.90000000001,0.1514925373134328,16064384.7,1.0329122340425532,1,1
7649,L54828,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,11.0,44697.6,0.0869285254346426,6034176.0,1.0366178428761652,0,0
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,11.199999999999989,48642.4,0.0956873315363881,6907220.799999999,1.0374958151991964,0,0
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,11.0,56362.4,0.0486666666666666,4114455.2,1.0366056572379367,0,0
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,11.199999999999989,51089.2,0.060646011865524,4700206.4,1.0376217668794088,0,0
8926,M23785,M,297.2,308.2,1405,42.5,204,0,0,0,0,0,11.0,59712.5,0.1450924608819345,12181350.0,1.0370121130551817,0,1
3464,L50643,L,301.6,310.5,1809,25.5,40,0,0,0,0,0,8.899999999999977,46129.5,0.0220994475138121,1845180.0,1.0295092838196285,0,0
8210,L55389,L,299.3,310.8,1391,46.9,21,0,0,0,0,0,11.5,65237.9,0.0150862068965517,1369995.9,1.0384229869695958,0,0
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,9.099999999999966,65217.3,0.0630136986301369,5999991.600000001,1.0302024560238965,0,0
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,9.699999999999989,73853.7,0.0421348314606741,4431222.0,1.0320449289725802,0,1
3504,L50683,L,301.7,310.8,1493,47.6,145,0,0,0,0,0,9.100000000000025,71066.8,0.0970548862115127,10304686.0,1.0301624129930396,0,1
2940,L50119,L,300.9,309.7,1431,41.4,199,0,0,0,0,0,8.800000000000011,59243.4,0.1389664804469274,11789436.6,1.0292455965437022,0,1
8263,L55442,L,299.1,310.6,1921,23.9,158,0,0,0,0,0,11.5,45911.9,0.0822060353798126,7254080.199999999,1.0384486793714476,0,0
2953,H32366,H,300.7,309.5,1667,30.5,29,0,0,0,0,0,8.800000000000011,50843.5,0.0173860911270983,1474461.5,1.029265048220818,0,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,9.899999999999975,47082.0,0.0381125226860254,2966166.0,1.033210332103321,0,0
5548,M20407,M,302.3,311.7,1540,28.9,149,0,0,0,0,0,9.399999999999975,44506.0,0.0966904607397793,6631394.0,1.031094938802514,0,0
7145,M22004,M,300.4,309.8,1517,40.3,149,0,0,0,0,0,9.400000000000034,61135.1,0.0981554677206851,9109129.9,1.0312916111850867,0,0
6646,M21505,M,301.5,310.4,1486,39.6,144,0,0,0,0,0,8.899999999999977,58845.6,0.0968392737054472,8473766.4,1.029519071310116,0,0
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,8.800000000000011,61786.9,0.1581491712707182,14149200.1,1.029139072847682,0,1
250,L47429,L,298.0,308.3,1405,56.2,218,0,0,0,1,0,10.300000000000011,78961.0,0.155049786628734,17213498.0,1.0345637583892615,1,1
6176,L53355,L,300.9,310.8,1517,44.3,4,0,0,0,0,0,9.900000000000034,67203.09999999999,0.0026350461133069,268812.4,1.032901296111665,0,0
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,11.199999999999989,62092.2,0.0668989547038327,5960851.199999999,1.0376091336467428,0,0
8078,L55257,L,300.3,311.8,1547,39.7,121,0,0,0,0,0,11.5,61415.9,0.0781653746770025,7431323.9,1.0382950382950382,0,0
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,10.700000000000044,54049.8,0.066006600660066,5404980.0,1.0360390703940725,0,0
6888,L54067,L,300.8,311.3,1782,26.9,116,0,0,0,0,0,10.5,47935.8,0.0650588895120583,5560552.8,1.034906914893617,0,0
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,11.100000000000025,59213.50000000001,0.1600294985250737,12849329.500000002,1.0373737373737375,0,1
3867,L51046,L,302.6,311.6,1311,53.2,0,0,0,0,0,0,9.0,69745.2,0.0,0.0,1.0297422339722406,0,0
7702,H37115,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,10.899999999999975,56811.600000000006,0.0265486725663716,2215652.4000000004,1.0362367021276595,0,0
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,8.0,47537.600000000006,0.0759178593652769,5799587.200000001,1.02636783124588,0,0
5568,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,9.5,79186.0,0.0,0.0,1.031404958677686,0,1
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,11.300000000000011,54900.2,0.0649572649572649,6258622.800000001,1.037729549248748,0,0
9414,L56593,L,298.1,308.6,1439,44.9,205,0,0,0,0,0,10.5,64611.1,0.1423611111111111,13245275.5,1.0352230795035222,0,1
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,9.699999999999989,60983.4,0.1126482213438735,10428161.4,1.0322259136212624,0,1
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,11.199999999999989,59197.100000000006,0.0,0.0,1.0375209380234505,0,0
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,11.399999999999975,67905.3,0.0238439306358381,2240874.9,1.0379873375541486,0,0
1569,L48748,L,298.2,308.2,1407,47.1,153,0,0,0,0,0,10.0,66269.7,0.1086647727272727,10139264.1,1.0335345405767942,0,1
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,11.699999999999989,57895.2,0.1103938024531956,9900079.2,1.0393541876892027,0,1
8063,M22922,M,300.3,311.6,1359,54.1,81,0,0,0,0,0,11.300000000000011,73521.90000000001,0.0595588235294117,5955273.9,1.0376290376290376,0,1
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,10.5,44887.5,0.0469543147208121,3321675.0,1.0354849611355188,0,0
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,11.199999999999989,62269.2,0.1740976645435244,15318223.2,1.037458193979933,0,1
2082,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,9.900000000000034,69943.5,0.1406460296096904,14618191.5,1.0330661322645291,0,1
5592,L52771,L,302.5,312.0,1574,33.8,63,0,0,0,0,0,9.5,53201.2,0.04,3351675.6,1.031404958677686,0,0
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,9.399999999999975,54355.4,0.1078369905956112,9349128.8,1.0311981413873217,0,0
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,9.0,47402.1,0.0941176470588235,7584336.0,1.0296442687747036,0,0
3182,L50361,L,300.2,309.4,1527,37.0,194,0,0,0,0,0,9.199999999999989,56499.0,0.1269633507853403,10960806.0,1.0306462358427717,0,1
2052,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,9.800000000000011,65268.0,0.0917743031951053,8811180.0,1.0327321309285238,0,0
1627,M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,9.900000000000034,77267.9,0.0575153374233128,5795092.5,1.0332326283987916,0,1
2098,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,10.0,62985.0,0.0263752825923134,2204475.0,1.0334001336005345,0,0
7948,L55127,L,300.8,311.7,1426,45.5,16,0,0,0,0,0,10.899999999999975,64883.0,0.0112123335669236,1038128.0,1.0362367021276595,0,0
8194,L55373,L,299.5,310.8,1873,22.3,211,0,0,0,0,0,11.300000000000011,41767.9,0.1125933831376734,8813026.9,1.037729549248748,0,1
3903,L51082,L,302.2,311.1,1630,34.6,94,0,0,0,0,0,8.900000000000034,56398.0,0.0576333537706928,5301412.0,1.0294506949040372,0,0
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,11.300000000000011,67605.3,0.0981873111782477,8788689.0,1.0379959650302624,0,0
8888,L56067,L,297.8,308.9,1530,37.6,106,0,0,0,0,0,11.099999999999966,57528.0,0.0692357935989549,6097968.0,1.037273337810611,0,0
2815,L49994,L,300.0,309.3,1395,56.5,122,0,0,0,0,0,9.300000000000011,78817.5,0.0873925501432664,9615735.0,1.031,0,0
6416,L53595,L,300.4,310.1,1503,42.2,196,0,0,0,0,0,9.700000000000044,63426.600000000006,0.1303191489361702,12431613.6,1.032290279627164,0,1
5271,L52450,L,303.5,312.9,1275,64.4,113,0,0,0,0,0,9.399999999999975,82110.0,0.0885579937304075,9278430.0,1.0309719934102142,0,0
9569,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,11.300000000000011,60344.0,0.1151667715544367,11042952.0,1.0376917945296864,0,1
6921,M21780,M,301.2,311.6,1423,48.0,199,0,0,0,0,0,10.400000000000034,68304.0,0.1397471910112359,13592496.0,1.0345285524568395,0,1
1670,L48849,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,9.699999999999989,48481.6,0.1242718446601941,9308467.2,1.0325285043594905,0,1
8507,L55686,L,298.4,309.6,1710,27.3,163,0,0,0,0,0,11.200000000000044,46683.0,0.0952659263588544,7609329.0,1.0375335120643434,1,0
9952,L57131,L,298.2,307.8,1355,59.4,115,0,0,0,0,0,9.600000000000025,80487.0,0.0848082595870206,9256005.0,1.0321931589537223,0,1
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,11.399999999999975,52406.4,0.0783736004714201,6970051.199999999,1.0383193277310925,0,0
6559,M21418,M,301.5,310.6,1447,41.9,140,0,0,0,0,0,9.100000000000025,60629.3,0.0966850828729281,8488102.0,1.0301824212271975,0,0
8111,H37524,H,300.3,311.8,2141,18.5,204,0,0,0,0,0,11.5,39608.5,0.0952380952380952,8080134.0,1.0382950382950382,0,0
1985,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,9.5,63108.5,0.1195965417867435,10476011.0,1.0318791946308723,0,1
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,10.900000000000034,61108.8,0.0,0.0,1.0367126978780736,0,0
3473,L50652,L,301.8,310.7,1523,43.3,60,0,0,0,0,0,8.899999999999977,65945.9,0.0393700787401574,3956754.0,1.0294897282968851,0,0
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,10.900000000000034,56173.5,0.087012987012987,7527249.0,1.0365526492287056,0,0
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,11.300000000000011,58604.7,0.1119718309859155,9318147.3,1.0378686327077749,0,1
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,9.300000000000011,48888.0,0.1195716835217132,9826488.0,1.0306021717670286,0,0
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,8.699999999999989,56058.1,0.0178571428571428,1513568.7,1.028665568369028,0,0
9396,L56575,L,297.7,308.2,1500,39.9,158,0,0,0,0,0,10.5,59850.0,0.1052631578947368,9456300.0,1.0352704064494458,0,1
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,11.0,56192.2,0.0251358695652173,2079111.4,1.0369996636394214,0,0
3257,L50436,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,8.699999999999989,60152.4,0.1098684210526315,10045450.8,1.0288940551311856,0,1
5131,L52310,L,304.2,313.3,1668,35.7,180,0,0,0,0,0,9.100000000000025,59547.600000000006,0.1078490113840623,10718568.000000002,1.02991452991453,0,1
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,10.599999999999966,52550.4,0.0465401102265768,3993830.4,1.0358592692828146,0,0
8637,L55816,L,297.5,308.4,1723,27.3,67,0,0,0,0,0,10.899999999999975,47037.9,0.0388631090487239,3151539.3000000003,1.0366386554621847,0,0
6864,L54043,L,301.1,311.3,1630,29.5,51,0,0,0,0,0,10.199999999999989,48085.0,0.0312691600245248,2452335.0,1.0338757887744934,0,0
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,9.199999999999989,49711.2,0.0619195046439628,4971120.0,1.0306871247498333,0,0
7271,L54450,L,300.2,310.4,1808,25.8,35,0,0,0,0,0,10.199999999999989,46646.4,0.01934770591487,1632624.0,1.033977348434377,0,0
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,9.099999999999966,79535.7,0.0272727272727272,2863285.2,1.0304246071547976,0,0
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,10.0,60754.8,0.1004536616979909,9416994.0,1.0333555703802535,0,1
2784,M17643,M,300.2,309.6,1528,35.1,44,0,0,0,0,0,9.400000000000034,53632.8,0.0287769784172661,2359843.2,1.0313124583610926,0,0
4375,L51554,L,302.0,309.7,1551,34.8,207,0,0,0,0,0,7.699999999999989,53974.8,0.1333762886597938,11172783.6,1.0254966887417218,0,1
5245,L52424,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,9.399999999999975,50338.8,0.0326223337515683,2617617.6,1.030961791831357,0,0
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,8.800000000000011,56515.2,0.0744615384615384,6838339.199999999,1.0289950576606262,0,0
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,9.599999999999966,55255.2,0.0,0.0,1.0319680319680318,0,0
8116,L55295,L,300.4,311.8,1367,57.2,10,0,0,0,0,0,11.400000000000034,78192.40000000001,0.0073099415204678,781924.0000000001,1.037949400798935,0,1
2024,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,9.800000000000011,78264.8,0.0429065743944636,4852417.600000001,1.032808838299297,0,1
3644,L50823,L,302.3,311.6,1784,26.4,79,0,0,0,0,0,9.300000000000011,47097.6,0.0442577030812324,3720710.4,1.0307641415812108,0,0
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,10.600000000000025,60561.600000000006,0.0208193418401611,1877409.6,1.0358714043993231,0,0
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,8.199999999999989,61928.8,0.1180163214061519,11642614.4,1.027062706270627,0,1
2764,L49943,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,9.399999999999975,70822.5,0.1447721179624665,15297660.0,1.0313542361574382,0,1
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,10.800000000000011,68968.0,0.1249155975692099,12759080.0,1.035964035964036,0,1
6554,L53733,L,301.4,310.8,1389,52.7,125,0,0,0,0,0,9.400000000000034,73200.3,0.0899280575539568,9150037.5,1.031187790311878,0,0
3235,L50414,L,300.8,309.4,1489,38.4,109,0,0,0,0,0,8.599999999999966,57177.6,0.0731543624161073,6232358.399999999,1.0285904255319147,0,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,10.100000000000025,69092.40000000001,0.1470149253731343,13611202.800000004,1.0338926174496643,0,1
3511,L50690,L,301.7,311.0,1474,42.6,164,0,0,0,0,0,9.300000000000011,62792.4,0.1111864406779661,10297953.6,1.0308253231687108,0,1
8382,H37795,H,298.8,310.0,1530,38.3,53,0,0,0,0,0,11.199999999999989,58598.99999999999,0.0346178967994774,3105746.9999999995,1.037483266398929,0,0
5739,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,9.399999999999975,62512.8,0.0,0.0,1.031094938802514,0,0
7894,L55073,L,300.9,312.7,1416,43.8,112,0,0,0,0,0,11.800000000000011,62020.8,0.0790402258292166,6946329.6,1.03921568627451,0,0
6048,H35461,H,300.9,311.0,1853,23.6,122,0,0,0,0,0,10.100000000000025,43730.8,0.0658036677454153,5335157.600000001,1.0335659687603855,0,0
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,10.100000000000025,49336.0,0.1145774248440158,9965872.0,1.0336666666666667,0,1
8608,L55787,L,297.5,308.4,1433,50.0,218,0,0,0,0,0,10.899999999999975,71650.0,0.1520223152022315,15619700.0,1.0366386554621847,0,1
6053,L53232,L,300.9,311.0,2003,20.2,138,0,0,0,0,0,10.100000000000025,40460.6,0.0688622754491018,5583562.8,1.0335659687603855,0,0
2904,M17763,M,300.7,309.5,1733,26.7,108,0,0,0,0,0,8.800000000000011,46271.1,0.0622837370242214,4997278.8,1.029265048220818,0,0
2600,M17459,M,299.2,308.9,1447,39.6,22,0,0,0,0,0,9.699999999999989,57301.2,0.0151933701657458,1260626.4,1.0324197860962567,0,0
2783,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,9.400000000000034,62323.8,0.0274798927613941,2555275.8,1.0313124583610926,0,0
8613,L55792,L,297.5,308.4,1441,44.5,4,0,0,0,0,0,10.899999999999975,64124.5,0.0027739251040221,256498.0,1.0366386554621847,0,0
6574,M21433,M,301.4,310.6,1855,25.3,178,0,0,0,0,0,9.200000000000044,46931.5,0.0959051724137931,8353807.0,1.0305242203052425,0,0
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,9.600000000000025,34524.0,0.0510700389105058,3625020.0,1.0318407960199003,0,0
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,11.099999999999966,70131.0,0.099587912087912,10168995.0,1.037298387096774,0,1
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,9.800000000000011,61819.2,0.0,0.0,1.0326231691078562,0,0
4380,M19239,M,301.8,309.5,1732,30.1,220,0,0,0,0,0,7.699999999999989,52133.2,0.1269474899019042,11469304.000000002,1.0255135851557322,0,1
7941,M22800,M,300.7,311.7,1532,40.0,0,0,0,0,0,0,11.0,61280.0,0.0,0.0,1.0365813102760226,0,0
6139,M20998,M,300.8,310.7,1452,43.0,139,0,0,0,0,0,9.899999999999975,62436.0,0.0956641431520991,8678604.0,1.0329122340425532,0,0
5664,M20523,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,9.199999999999989,64718.99999999999,0.0137165251469627,1359098.9999999998,1.0304333443599074,0,0
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,9.699999999999989,68199.9,0.0990502035278154,9957185.4,1.0324089542265285,0,1
5528,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,9.399999999999975,59441.6,0.0626223091976516,5706393.6,1.031074380165289,0,0
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,11.100000000000025,55871.99999999999,0.0201249132546842,1620287.9999999998,1.037310924369748,0,0
4404,L51583,L,302.3,310.1,1388,49.9,48,0,0,0,0,0,7.800000000000011,69261.2,0.0345572354211663,3324537.6,1.0258021832616606,0,0
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,11.099999999999966,67821.6,0.0068073519400953,678216.0,1.0372108615487765,0,0
2918,L50097,L,300.6,309.5,1516,39.0,142,0,0,0,0,0,8.899999999999977,59124.0,0.0936058009228741,8395608.0,1.0296074517631404,0,0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,10.199999999999989,68494.5,0.1475644699140401,14109867.0,1.034228187919463,0,1
2081,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,9.899999999999975,35112.0,0.0907496711968434,7268184.0,1.0330771800868692,0,0
6720,M21579,M,301.4,310.6,1431,40.6,101,0,0,0,0,0,9.200000000000044,58098.6,0.0705307262569832,5867958.6,1.0305242203052425,0,0
2804,L49983,L,300.2,309.5,1343,50.2,98,0,0,0,0,0,9.300000000000011,67418.6,0.0729166666666666,6607022.800000001,1.0309793471019322,0,0
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,10.899999999999975,52852.8,0.090851334180432,7557950.4,1.0365159128978223,0,0
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,11.200000000000044,43750.0,0.089091947458595,6825000.0,1.0374707259953164,0,0
2673,L49852,L,299.7,309.3,1445,42.6,0,0,0,0,0,0,9.600000000000025,61557.0,0.0,0.0,1.0320320320320322,0,0
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,9.199999999999989,70307.2,0.0093862815884476,913993.6,1.0304333443599074,0,0
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,10.600000000000025,74033.7,0.0949640287769784,9772448.4,1.035786630654963,0,1
3413,L50592,L,301.3,310.3,1313,55.6,127,0,0,0,0,0,9.0,73002.8,0.0966514459665144,9271355.6,1.0298705609027548,0,0
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,11.199999999999989,77486.09999999999,0.0623249299719887,6896262.899999999,1.0375460945357022,0,1
6451,L53630,L,300.6,310.2,1378,47.3,71,0,0,0,0,0,9.599999999999966,65179.4,0.0514865844815083,4627737.399999999,1.031936127744511,0,0
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,8.900000000000034,64899.49999999999,0.038881309686221,3699271.5,1.029479960251739,0,0
3787,L50966,L,302.3,310.9,1587,36.6,20,0,0,0,0,0,8.599999999999966,58084.2,0.0125944584382871,1161684.0,1.0284485610320873,0,0
1960,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,9.800000000000011,66788.8,0.0753880266075388,6812457.600000001,1.0329079919409,0,0
43,M14902,M,298.8,309.1,1368,49.1,117,0,0,0,0,0,10.300000000000011,67168.8,0.0854638422205989,7858749.600000001,1.034471218206158,0,0
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,9.199999999999989,46246.2,0.023598820058997,1849848.0,1.030313014827018,0,0
8448,L55627,L,298.6,310.1,1439,49.9,17,0,0,0,0,0,11.5,71806.09999999999,0.0118055555555555,1220703.7,1.038513060951105,0,1
6450,L53629,L,300.6,310.2,1519,44.6,69,0,0,0,0,0,9.599999999999966,67747.40000000001,0.0453947368421052,4674570.600000001,1.031936127744511,0,0
5879,L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,9.600000000000025,70211.4,0.0814863102998696,8776425.0,1.0318513603185138,0,1
9453,M24312,M,298.0,308.7,1392,53.4,104,0,0,0,0,0,10.699999999999989,74332.8,0.0746590093323761,7730611.2,1.0359060402684563,0,1
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,10.0,60494.2,0.1399564902102973,11675380.6,1.033311125916056,0,1
6931,M21790,M,300.9,311.5,1836,21.8,12,0,0,0,0,0,10.600000000000025,40024.8,0.0065323897659227,480297.6,1.035227650382187,0,0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,9.199999999999989,40540.8,0.0660233621127475,5270304.0,1.0303330036267722,0,0
3936,M18795,M,302.6,311.6,1227,68.2,187,0,0,0,1,0,9.0,83681.40000000001,0.1522801302931596,15648421.8,1.0297422339722406,1,1
5047,M19906,M,304.1,313.2,1410,42.4,155,0,0,0,0,0,9.099999999999966,59784.0,0.109851169383416,9266520.0,1.0299243669845444,0,0
6361,L53540,L,300.1,309.7,1441,40.1,46,0,0,0,0,0,9.599999999999966,57784.1,0.0319001386962552,2658068.6,1.031989336887704,0,0
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,9.199999999999989,67985.2,0.0093056549749463,883807.6,1.0307486631016043,0,0
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,10.599999999999966,74465.0,0.0490196078431372,4840225.0,1.035835023664638,0,1
553,M15412,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,11.900000000000034,56770.0,0.0757855822550831,6982710.0,1.0400134498991258,0,0
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,11.199999999999989,59908.3,0.1081460674157303,9225878.2,1.037483266398929,0,1
7783,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,11.200000000000044,55255.2,0.0348913759052007,2928525.6,1.03728362183755,0,0
