UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power,wear_rate,energy_proxy,temp_ratio
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0,11.100000000000023,62573.6,0.04647983595352016,4255004.8,1.0373234700739746
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,11.0,71870.4,0.04905395935529082,5030928.0,1.0369872225958305
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0,11.100000000000023,53659.8,0.045859872611464965,3863505.6,1.0373234700739746
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0,11.100000000000023,60113.9,0.05006765899864682,4448428.600000001,1.0373234700739746
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0,11.100000000000023,47899.2,0.043132803632236094,3640339.1999999997,1.0373234700739746
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0,11.100000000000023,68207.4,0.05245460659045057,5320177.199999999,1.037310924369748
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0,11.0,50086.4,0.04864864864864865,4056998.4,1.0369623655913978
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0,11.0,51535.200000000004,0.05263157894736842,4277421.600000001,1.0369623655913978
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,11.0,68322.1,0.05806010928961749,5807378.500000001,1.0369623655913978
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0,11.0,66570.0,0.05674653215636822,5991300.0,1.0369623655913978
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0,11.0,67590.3,0.06283783783783783,6285897.9,1.0369499496137051
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0,11.0,58249.8,0.06551724137931035,5533731.0,1.0369499496137051
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,11.100000000000023,70621.2,0.06903914590747331,6850256.399999999,1.037285858246557
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,11.0,49295.4,0.06017699115044248,5028130.8,1.0369499496137051
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0,11.0,49160.399999999994,0.06004618937644342,5112681.6,1.0369499496137051
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0,11.0,56314.0,0.0695994747209455,5969284.0,1.0369623655913978
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,11.0,56678.399999999994,0.07026675341574495,6121267.199999999,1.0369747899159665
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0,11.0,54782.7,0.08005822416302766,6026097.0,1.0369747899159665
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0,11.0,58130.799999999996,0.07008760951188986,6510649.6,1.0369747899159665
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,10.899999999999977,57387.600000000006,0.06789755807027993,6542186.4,1.0366263440860215
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,10.899999999999977,61855.200000000004,0.07983482450103235,7175203.2,1.0366263440860215
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,11.0,60195.200000000004,0.08149171270718232,7103033.600000001,1.0369747899159665
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,10.899999999999977,58395.4,0.07682539682539682,7065843.4,1.0366263440860215
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,11.0,61120.0,0.08044473512099411,7517760.0,1.0369623655913978
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,11.0,45913.6,0.07400828892835998,5739200.0,1.0369499496137051
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,11.0,56277.2,0.09110473457675754,7147204.399999999,1.0369623655913978
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,11.100000000000023,72164.5,0.09020979020979021,9309220.5,1.037310924369748
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,11.100000000000023,76779.0,0.09792284866468842,10134828.0,1.037310924369748
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,11.0,62896.5,0.08687258687258688,8491027.5,1.0369623655913978
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,11.100000000000023,67536.0,0.10864393338620143,9252432.0,1.037310924369748
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,11.100000000000023,52254.799999999996,0.08985132514544279,7263417.199999999,1.037310924369748
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,11.100000000000023,57456.0,0.08829054477144646,8101296.0,1.037310924369748
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,11.0,76916.0,0.10663683818046234,10998988.0,1.0369747899159665
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,10.899999999999977,75021.2,0.10583941605839416,10878074.0,1.0366386554621847
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,11.0,76462.59999999999,0.10116199589883801,11316464.799999999,1.0369747899159665
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,11.0,68699.40000000001,0.10080645161290322,10304910.000000002,1.0369872225958305
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,11.100000000000023,53605.0,0.10258107213765719,8308775.0,1.037310924369748
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,11.0,46788.0,0.09449760765550239,7392504.0,1.0369747899159665
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0,11.0,48360.0,0.10105393676379418,7882680.0,1.0369747899159665
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,11.0,59907.3,0.10993377483443709,9944611.8,1.0369623655913978
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,11.0,66929.5,0.1193502824858757,11311085.5,1.0369623655913978
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,11.0,34329.6,0.07169811320754717,5870361.6,1.0369623655913978
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,11.0,82742.4,0.1303692539562924,14314435.2,1.0369623655913978
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,11.0,74226.0,0.12580877066858376,12989550.0,1.0369623655913978
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,11.099999999999966,57350.4,0.12778176597272076,10208371.200000001,1.037298387096774
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,11.199999999999989,61494.0,0.1305916305916306,11130414.0,1.0376344086021505
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,11.100000000000023,46452.0,0.09804955192409066,8640072.0,1.037285858246557
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,11.0,68983.2,0.12745762711864406,12968841.6,1.0369499496137051
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,11.100000000000023,63292.8,0.13678905687544995,12025632.0,1.037285858246557
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,11.199999999999989,46648.0,0.11247086247086246,9003064.0,1.0376217668794088
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,11.099999999999966,53130.00000000001,0.11811023622047244,10360350.000000002,1.037273337810611
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,11.099999999999966,47897.600000000006,0.10683760683760683,9579520.000000002,1.037273337810611
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,11.199999999999989,90072.6,0.0,0.0,1.0376091336467428
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,11.099999999999966,61327.2,0.0013166556945358788,122654.4,1.037273337810611
9178,L56357,L,297.9,309.1,1504,43.0,4,0,0,0,0,0,0,11.200000000000045,64672.0,0.0026578073089701,258688.0,1.0375965088956027
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,11.199999999999989,76246.0,0.0044742729306487695,457476.0,1.0376091336467428
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,11.200000000000045,64144.50000000001,0.005571030640668524,513156.00000000006,1.0375965088956027
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,11.200000000000045,55608.299999999996,0.008620689655172414,722907.8999999999,1.0375965088956027
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,11.200000000000045,54908.1,0.00985545335085414,823621.5,1.0375965088956027
9183,M24042,M,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,11.199999999999989,70920.0,0.01077996195307546,1205640.0,1.0376091336467428
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,11.200000000000045,56473.8,0.012953367875647668,1129476.0,1.0375965088956027
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,11.199999999999989,60939.0,0.013205282112845138,1340658.0,1.0375838926174497
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,11.200000000000045,72532.59999999999,0.016632016632016633,1740782.4,1.0375965088956027
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,11.100000000000023,47241.0,0.015950920245398775,1228266.0,1.0372608257804634
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,11.100000000000023,65226.7,0.020289855072463767,1826347.5999999999,1.0372608257804634
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,11.100000000000023,60380.4,0.01996007984031936,1811412.0,1.0372608257804634
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0,11.200000000000045,51040.0,0.020050125313283207,1633280.0,1.0375965088956027
9191,M24050,M,298.0,309.0,1439,38.5,34,0,0,0,0,0,0,11.0,55401.5,0.02361111111111111,1883651.0,1.0369127516778522
9192,M24051,M,297.9,309.0,1970,21.6,37,0,0,0,0,0,0,11.100000000000023,42552.0,0.018772196854388634,1574424.0,1.0372608257804634
9193,L56372,L,297.9,309.0,1562,35.8,40,0,0,0,0,0,0,11.100000000000023,55919.6,0.025591810620601407,2236784.0,1.0372608257804634
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,11.100000000000023,62577.0,0.027433050293925537,2628234.0,1.0372608257804634
9195,L56374,L,297.9,308.9,1393,40.6,45,0,0,0,0,0,0,11.0,56555.8,0.032281205164992825,2545011.0,1.0369251426653239
9196,L56375,L,297.9,309.0,1532,37.6,47,0,0,0,0,0,0,11.100000000000023,57603.200000000004,0.03065883887801696,2707350.4000000004,1.0372608257804634
9197,L56376,L,298.0,308.9,1607,37.7,49,0,0,0,0,0,0,10.899999999999977,60583.9,0.030472636815920398,2968611.1,1.0365771812080535
9198,M24057,M,297.9,308.8,1469,49.0,51,0,0,0,0,0,0,10.900000000000034,71981.0,0.03469387755102041,3671031.0,1.0365894595501848
9199,M24058,M,297.9,308.8,1538,37.6,54,0,0,0,0,0,0,10.900000000000034,57828.8,0.03508771929824561,3122755.2,1.0365894595501848
9200,L56379,L,297.9,308.8,1613,31.4,57,0,0,0,0,0,0,10.900000000000034,50648.2,0.03531598513011153,2886947.4,1.0365894595501848
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,10.900000000000034,51424.200000000004,0.036805988771054274,3034027.8000000003,1.0365894595501848
9202,L56381,L,297.8,308.7,1404,44.2,62,0,0,0,0,0,0,10.899999999999977,62056.8,0.04412811387900356,3847521.6,1.0366017461383479
9203,L56382,L,297.8,308.8,1548,36.9,64,0,0,0,0,0,0,11.0,57121.2,0.04131697869593286,3655756.8,1.0369375419744795
9204,L56383,L,297.8,308.8,1559,35.2,66,0,0,0,0,0,0,11.0,54876.8,0.04230769230769231,3621868.8000000003,1.0369375419744795
9205,L56384,L,297.8,308.8,1621,36.1,68,0,0,0,0,0,0,11.0,58518.100000000006,0.04192355117139334,3979230.8000000003,1.0369375419744795
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,11.0,51949.1,0.04430379746835443,3636437.0,1.0369375419744795
9207,M24066,M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0,11.0,68068.0,0.046511627906976744,4900896.0,1.0369251426653239
9208,L56387,L,297.9,308.8,1386,48.6,75,0,0,0,0,0,0,10.900000000000034,67359.6,0.05407354001441961,5051970.0,1.0365894595501848
9209,L56388,L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,10.899999999999977,57505.4,0.05472636815920398,4427915.8,1.0365771812080535
9210,M24069,M,298.0,309.0,1393,55.9,79,0,0,0,0,0,0,11.0,77868.7,0.05667144906743185,6151627.3,1.0369127516778522
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,11.100000000000023,34138.4,0.03337403337403337,2799348.8000000003,1.0372608257804634
9212,M24071,M,298.0,309.0,1409,49.1,85,0,0,0,0,0,0,11.0,69181.90000000001,0.06028368794326241,5880461.500000001,1.0369127516778522
9213,L56392,L,298.0,308.9,1390,53.9,88,0,0,0,0,0,0,10.899999999999977,74921.0,0.06326383896477354,6593048.0,1.0365771812080535
9214,L56393,L,298.0,309.0,1679,32.4,90,0,0,0,0,0,0,11.0,54399.6,0.05357142857142857,4895964.0,1.0369127516778522
9215,L56394,L,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,10.899999999999977,55946.8,0.06096752816434725,5147105.600000001,1.0365771812080535
9216,L56395,L,297.9,308.8,1681,31.7,94,0,0,0,0,0,0,10.900000000000034,53287.7,0.0558858501783591,5009043.8,1.0365894595501848
9217,H38630,H,297.7,308.8,1469,43.7,96,0,0,0,0,0,0,11.100000000000023,64195.3,0.0653061224489796,6162748.800000001,1.037285858246557
9218,L56397,L,297.8,308.8,1421,49.6,101,0,0,0,0,0,0,11.0,70481.6,0.0710267229254571,7118641.600000001,1.0369375419744795
9219,L56398,L,297.7,308.8,1354,50.2,103,0,0,0,0,0,0,11.100000000000023,67970.8,0.07601476014760147,7000992.4,1.037285858246557
9220,M24079,M,297.7,308.8,1350,57.0,105,0,0,0,0,0,0,11.100000000000023,76950.0,0.07772020725388601,8079750.0,1.037285858246557
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,11.099999999999966,74484.2,0.08417770849571317,8044293.6,1.037273337810611
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,11.199999999999989,50250.0,0.06563245823389022,5527500.0,1.0376091336467428
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,11.100000000000023,58712.5,0.07404980340760157,6634512.5,1.0372608257804634
9224,L56403,L,297.9,309.0,1382,43.9,116,0,0,0,0,0,0,11.100000000000023,60669.799999999996,0.08387563268257411,7037696.8,1.0372608257804634
9225,L56404,L,297.9,309.0,1450,46.8,118,0,0,0,0,0,0,11.100000000000023,67860.0,0.08132322536181943,8007480.0,1.0372608257804634
9226,L56405,L,298.0,309.1,1820,23.6,120,0,0,0,0,0,0,11.100000000000023,42952.0,0.06589785831960461,5154240.0,1.0372483221476512
9227,L56406,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,11.100000000000023,42817.0,0.06692265496434449,5223674.0,1.0372483221476512
9228,L56407,L,298.0,309.1,1473,44.3,124,0,0,0,0,0,0,11.100000000000023,65253.899999999994,0.08412483039348712,8091483.6,1.0372483221476512
9229,M24088,M,298.1,309.1,1572,37.5,126,0,0,0,0,0,0,11.0,58950.0,0.08010171646535283,7427700.0,1.03690036900369
9230,M24089,M,298.1,309.0,2042,17.8,129,0,0,0,0,0,0,10.899999999999977,36347.6,0.0631424375917768,4688840.399999999,1.0365649111036563
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,11.0,43437.200000000004,0.0686427457098284,5733710.4,1.0368879946344736
9232,L56411,L,298.2,309.1,1539,36.5,134,0,0,0,0,0,0,10.900000000000034,56173.5,0.08701298701298701,7527249.0,1.0365526492287056
9233,L56412,L,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,10.900000000000034,70200.0,0.10066617320503331,9547200.0,1.0365526492287056
9234,L56413,L,298.3,309.1,1403,45.1,138,0,0,0,0,0,0,10.800000000000011,63275.3,0.09829059829059829,8731991.4,1.0362051625879987
9235,L56414,L,298.3,309.1,1904,20.3,140,0,0,0,0,0,0,10.800000000000011,38651.200000000004,0.07349081364829396,5411168.000000001,1.0362051625879987
9236,M24095,M,298.2,308.9,1592,35.2,142,0,0,0,0,0,0,10.699999999999989,56038.4,0.08913998744507219,7957452.8,1.0358819584171697
9237,L56416,L,298.1,308.7,1556,31.6,145,0,0,0,0,0,0,10.599999999999966,49169.600000000006,0.09312780989081568,7129592.000000001,1.0355585374035556
9238,M24097,M,298.1,308.8,1811,25.4,147,0,0,0,0,0,0,10.699999999999989,45999.399999999994,0.08112582781456953,6761911.799999999,1.0358939953035893
9239,M24098,M,298.2,308.8,1456,41.2,150,0,0,0,0,0,0,10.600000000000023,59987.200000000004,0.1029512697323267,8998080.0,1.0355466130114017
9240,H38653,H,298.2,308.8,1436,51.9,153,0,0,0,0,0,0,10.600000000000023,74528.4,0.10647181628392484,11402845.2,1.0355466130114017
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0,10.599999999999966,67555.2,0.11592076302274394,10673721.6,1.0355585374035556
9242,L56421,L,298.1,308.7,1683,29.1,161,0,0,0,0,0,0,10.599999999999966,48975.3,0.09560570071258907,7885023.300000001,1.0355585374035556
9243,M24102,M,298.2,308.7,1269,60.9,163,0,0,0,0,0,0,10.5,77282.09999999999,0.1283464566929134,12596982.299999999,1.0352112676056338
9244,L56423,L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,10.5,71246.0,0.1140893470790378,11826836.0,1.0351994636272208
9245,L56424,L,298.3,308.8,1767,27.3,168,0,0,0,0,0,0,10.5,48239.1,0.09502262443438914,8104168.8,1.0351994636272208
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,10.599999999999966,46628.4,0.0994733762434172,7926828.0,1.0355346966141468
9247,L56426,L,298.3,308.9,1862,27.0,172,0,0,0,0,0,0,10.599999999999966,50274.0,0.09232420826623725,8647128.0,1.0355346966141468
9248,L56427,L,298.3,308.9,1695,30.7,174,0,0,0,0,0,0,10.599999999999966,52036.5,0.10259433962264151,9054351.0,1.0355346966141468
9249,M24108,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,10.800000000000011,60412.8,0.11820013431833445,10632652.8,1.0362051625879987
9250,L56429,L,298.3,309.0,1657,32.2,179,0,0,0,0,0,0,10.699999999999989,53355.4,0.10796139927623644,9550616.6,1.0358699296010727
9251,H38664,H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0,10.699999999999989,47215.7,0.09923245614035088,8546041.7,1.0358699296010727
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0,10.900000000000034,47548.8,0.11259079903147699,8844076.8,1.0365526492287056
9253,M24112,M,298.1,309.0,1533,36.1,189,0,0,0,0,0,0,10.899999999999977,55341.3,0.12320730117340287,10459505.700000001,1.0365649111036563
9254,M24113,M,298.2,309.0,1508,40.5,192,0,0,0,0,0,0,10.800000000000011,61074.0,0.1272365805168986,11726208.0,1.0362173038229376
9255,L56434,L,298.3,309.1,1616,31.1,195,0,0,0,0,0,0,10.800000000000011,50257.600000000006,0.12059369202226346,9800232.000000002,1.0362051625879987
9256,L56435,L,298.2,309.0,1651,31.5,197,0,0,0,0,0,0,10.800000000000011,52006.5,0.11924939467312348,10245280.5,1.0362173038229376
9257,L56436,L,298.2,309.1,1569,35.2,199,0,0,0,0,0,0,10.900000000000034,55228.8,0.1267515923566879,10990531.200000001,1.0365526492287056
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,10.800000000000011,76075.2,0.15497301464919044,15291115.2,1.0362051625879987
9259,H38672,H,298.3,309.0,1379,43.2,0,0,0,0,0,0,0,10.699999999999989,59572.8,0.0,0.0,1.0358699296010727
9260,M24119,M,298.2,309.0,1694,28.0,5,0,0,0,0,0,0,10.800000000000011,47432.0,0.0029498525073746312,237160.0,1.0362173038229376
9261,L56440,L,298.2,309.0,1377,57.8,8,0,0,0,0,0,0,10.800000000000011,79590.59999999999,0.005805515239477504,636724.7999999999,1.0362173038229376
9262,H38675,H,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,10.699999999999989,56448.0,0.006798096532970768,564480.0,1.0358699296010727
9263,M24122,M,298.3,309.1,1404,47.0,15,0,0,0,0,0,0,10.800000000000011,65988.0,0.010676156583629894,989820.0,1.0362051625879987
9264,L56443,L,298.3,309.1,1593,40.1,18,0,0,0,0,0,0,10.800000000000011,63879.3,0.011292346298619825,1149827.4000000001,1.0362051625879987
9265,M24124,M,298.3,309.0,1526,36.9,20,0,0,0,0,0,0,10.699999999999989,56309.4,0.01309757694826457,1126188.0,1.0358699296010727
9266,M24125,M,298.3,308.9,1390,49.7,23,0,0,0,0,0,0,10.599999999999966,69083.0,0.01653486700215672,1588909.0,1.0355346966141468
9267,L56446,L,298.2,308.9,1737,25.5,26,0,0,0,0,0,0,10.699999999999989,44293.5,0.014959723820483314,1151631.0,1.0358819584171697
9268,L56447,L,298.2,308.8,1362,57.3,28,0,0,0,0,0,0,10.600000000000023,78042.59999999999,0.020542920029347028,2185192.8,1.0355466130114017
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,10.600000000000023,52479.0,0.017996400719856028,1574370.0,1.0355466130114017
9270,L56449,L,298.2,308.8,1354,60.9,32,0,0,0,0,0,0,10.600000000000023,82458.59999999999,0.023616236162361623,2638675.1999999997,1.0355466130114017
9271,L56450,L,298.2,308.8,1302,60.4,34,0,0,0,0,0,0,10.600000000000023,78640.8,0.026093630084420567,2673787.2,1.0355466130114017
9272,L56451,L,298.2,308.7,1991,20.5,36,0,0,0,0,0,0,10.5,40815.5,0.018072289156626505,1469358.0,1.0352112676056338
9273,L56452,L,298.2,308.6,1353,54.1,38,0,0,0,0,0,0,10.400000000000034,73197.3,0.028064992614475627,2781497.4,1.034875922199866
9274,H38687,H,298.2,308.7,1520,35.7,40,0,0,0,0,0,0,10.5,54264.00000000001,0.026298487836949377,2170560.0000000005,1.0352112676056338
9275,L56454,L,298.2,308.7,1428,54.9,45,0,0,0,0,0,0,10.5,78397.2,0.031490552834149754,3527874.0,1.0352112676056338
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,10.5,47187.0,0.029265255292652552,2217789.0,1.0352112676056338
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0,10.599999999999966,51237.3,0.028959810874704492,2510627.7,1.0355585374035556
9278,L56457,L,298.2,308.7,1447,48.4,51,0,0,0,0,0,0,10.5,70034.8,0.03522099447513812,3571774.8000000003,1.0352112676056338
9279,H38692,H,298.2,308.8,1606,39.9,53,0,0,0,0,0,0,10.600000000000023,64079.399999999994,0.03298070939639079,3396208.1999999997,1.0355466130114017
9280,M24139,M,298.2,308.8,1645,28.2,58,0,0,0,0,0,0,10.600000000000023,46389.0,0.03523693803159174,2690562.0,1.0355466130114017
9281,H38694,H,298.2,308.8,1470,43.3,61,0,0,0,0,0,0,10.600000000000023,63650.99999999999,0.04146838885112169,3882710.9999999995,1.0355466130114017
9282,L56461,L,298.2,308.9,1336,45.0,66,0,0,0,0,0,0,10.699999999999989,60120.0,0.0493642483171279,3967920.0,1.0358819584171697
9283,M24142,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,10.699999999999989,62640.2,0.0480565371024735,4259533.6,1.0358819584171697
9284,M24143,M,298.3,309.0,1802,27.5,71,0,0,0,0,0,0,10.699999999999989,49555.0,0.03937881308929562,3518405.0,1.0358699296010727
9285,L56464,L,298.2,308.9,1683,31.7,74,0,0,0,0,0,0,10.699999999999989,53351.1,0.043942992874109264,3947981.4,1.0358819584171697
9286,M24145,M,298.2,309.0,1410,47.6,76,0,0,0,0,0,0,10.800000000000011,67116.0,0.05386250885896527,5100816.0,1.0362173038229376
9287,L56466,L,298.2,308.9,1605,32.0,79,0,0,0,0,0,0,10.699999999999989,51360.0,0.04919053549190536,4057440.0,1.0358819584171697
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,10.699999999999989,48022.9,0.04736842105263158,3889854.9,1.0358819584171697
9289,L56468,L,298.2,308.9,1444,53.1,83,0,0,0,0,0,0,10.699999999999989,76676.40000000001,0.057439446366782006,6364141.200000001,1.0358819584171697
9290,L56469,L,298.2,308.9,1367,45.0,85,0,0,0,0,0,0,10.699999999999989,61515.0,0.062134502923976605,5228775.0,1.0358819584171697
9291,L56470,L,298.2,309.0,1418,44.2,87,0,0,0,0,0,0,10.800000000000011,62675.600000000006,0.0613107822410148,5452777.2,1.0362173038229376
9292,L56471,L,298.2,309.0,1353,57.8,89,0,0,0,0,0,0,10.800000000000011,78203.4,0.06573116691285082,6960102.6,1.0362173038229376
9293,L56472,L,298.2,309.0,1643,34.1,91,0,0,0,0,0,0,10.800000000000011,56026.3,0.05535279805352798,5098393.3,1.0362173038229376
9294,L56473,L,298.3,309.1,1437,38.0,93,0,0,0,0,0,0,10.800000000000011,54606.0,0.06467315716272601,5078358.0,1.0362051625879987
9295,L56474,L,298.1,309.0,1437,36.2,95,0,0,0,0,0,0,10.899999999999977,52019.4,0.06606397774687066,4941843.0,1.0365649111036563
9296,M24155,M,298.2,309.0,1413,47.9,97,0,0,0,0,0,0,10.800000000000011,67682.7,0.0685997171145686,6565221.899999999,1.0362173038229376
9297,H38710,H,298.2,309.0,1524,39.1,100,0,0,0,0,0,0,10.800000000000011,59588.4,0.06557377049180328,5958840.0,1.0362173038229376
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,10.799999999999955,64188.6,0.07094594594594594,6739803.0,1.0362294532036227
9299,L56478,L,298.1,308.9,1313,50.6,108,0,0,0,0,0,0,10.799999999999955,66437.8,0.0821917808219178,7175282.4,1.0362294532036227
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,10.799999999999955,67284.0,0.08233532934131736,7401240.0,1.0362294532036227
9301,L56480,L,298.1,308.9,1367,41.9,113,0,0,0,0,0,0,10.799999999999955,57277.299999999996,0.08260233918128655,6472334.899999999,1.0362294532036227
9302,M24161,M,298.1,308.9,1459,50.3,115,0,0,0,0,0,0,10.799999999999955,73387.7,0.07876712328767123,8439585.5,1.0362294532036227
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,10.799999999999955,45280.4,0.06537396121883657,5343087.2,1.0362294532036227
9304,L56483,L,298.2,309.0,1491,38.3,121,0,0,0,0,0,0,10.800000000000011,57105.299999999996,0.08109919571045576,6909741.3,1.0362173038229376
9305,L56484,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0,10.800000000000011,66091.0,0.0799739921976593,8129193.0,1.0362051625879987
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,10.800000000000011,49709.2,0.07589556769884638,6213650.0,1.0362051625879987
9307,M24166,M,298.3,309.2,1783,28.3,130,0,0,0,0,0,0,10.899999999999977,50458.9,0.07286995515695067,6559657.0,1.0365403955749244
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0,10.800000000000011,69471.0,0.09527220630372493,9239643.0,1.0362051625879987
